,Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
32536,162796,Jaime,Klein,F,1974-10-27,265.28,2023-07-01,Ibarra-Vang,Clothing
32539,436501,Tamara,Gonzalez,F,1963-10-30,449.72,2023-01-24,Rivera-Henry,Market
32541,239075,Bradley,Mullen,F,1977-10-26,381.76,2023-04-30,Cooper-Smith,Market
32546,407601,Tina,Green,F,1952-11-01,73.97,2023-06-06,Lewis Group,Restaurant
32547,638234,Jessica,Turner,F,2005-10-19,37.91,2023-02-24,Haynes-Pruitt,Restaurant
32548,544516,Nicholas,Richard,,1968-10-28,257.72,2023-03-20,Mcdaniel LLC,Clothing
32550,249451,Kimberly,Graham,F,1989-10-23,154.6,2023-09-05,Casey-Chambers,Clothing
32553,566781,Kathy,Marsh,F,1972-10-27,113.28,2023-01-08,Russell-Duncan,Cosmetic
32554,672806,Amber,Mcdonald,F,1983-10-25,928.13,2023-05-01,Henderson-Byrd,Electronics
32555,285764,Laura,Bowers,F,1959-10-31,319.18,2023-06-26,Smith-Lewis,Travel
32557,803152,Johnny,Alvarez,F,1998-10-21,2044.5,2023-03-12,Townsend-Lee,Travel
32560,699089,Debra,Blake,F,1967-10-29,47.08,2023-07-01,"Yoder, Matthews and Krueger",Restaurant
32561,395838,Diana,Ramirez,,1970-10-28,39.34,2023-08-22,Phillips PLC,Restaurant
32562,609297,Alicia,Huang,F,1957-10-31,33.93,2023-06-13,"Mitchell, Deleon and Garcia",Restaurant
32563,895639,Tammy,Love,F,1986-10-24,435.91,2023-02-21,"Fleming, Gregory and Bell",Market
32564,140227,Kathryn,Campbell,,1960-10-30,256.37,2023-10-01,Molina Inc,Clothing
32567,408779,Tracy,Bentley,F,1994-10-22,11.17,2023-07-13,Smith and Sons,Restaurant
32568,616670,Christina,Lyons,F,1972-10-27,94.65,2023-10-03,Williams-Harper,Restaurant
32571,494474,Thomas,Farley,,2001-10-20,195.2,2023-06-01,Collins Inc,Cosmetic
32576,607969,Robert,Anderson,F,2003-10-20,690.71,2023-07-30,Steele Group,Electronics
32577,378289,Misty,Thompson,F,1960-10-30,93.47,2023-05-09,Gomez-Stokes,Restaurant
32578,582401,Brendan,Jordan,F,1997-10-21,96.37,2023-06-22,Mitchell-Williams,Restaurant
32580,717641,Taylor,Griffin,F,1948-11-02,72.21,2023-04-09,Robinson Group,Market
32581,989298,Madison,Leonard,F,1956-10-31,39.42,2023-05-26,Miller Ltd,Clothing
32582,649808,Matthew,Padilla,F,1951-11-02,228.09,2023-05-23,Harrison-Gill,Clothing
32585,265599,Samantha,Perry,F,1951-11-02,463.91,2023-10-03,Weaver-Boyd,Travel
32586,212503,Renee,Edwards,F,1960-10-30,183.06,2023-07-20,Allen-Wheeler,Clothing
32587,859094,Ashley,Wong,,1957-10-31,893.04,2023-03-12,Simmons and Sons,Electronics
32593,897606,Wanda,Evans,F,1956-10-31,375.08,2023-09-25,"Kelly, Horton and Farmer",Electronics
32594,992544,Jessica,Small,F,2002-10-20,275.92,2023-06-13,Daniels Inc,Clothing
32595,731831,Kim,Keller,F,1994-10-22,273.37,2023-04-28,Butler-Watson,Market
32597,890337,John,Garner,F,1992-10-22,34.08,2023-06-16,Cannon-Haynes,Cosmetic
32599,584048,Keith,Poole,F,1977-10-26,80.21,2023-05-31,"Dorsey, Brady and Blake",Restaurant
32600,809473,Audrey,Garcia,F,1994-10-22,85.25,2023-09-12,Dixon-Acosta,Restaurant
32602,591734,Kenneth,Gonzalez,F,1967-10-29,41.05,2023-02-02,"Bryant, Lopez and Molina",Restaurant
32606,21661,Natalie,Johnson,F,1996-10-21,75.47,2023-01-02,"Myers, Lyons and Mcdonald",Restaurant
32607,685427,Melissa,Hamilton,F,1960-10-30,2169.24,2023-08-04,Griffin Inc,Travel
32609,837846,Bryan,Allen,F,1975-10-27,40.84,2023-05-08,"Manning, Woods and Lee",Cosmetic
32610,76247,Brandon,Fields,F,1999-10-21,55.47,2023-05-08,"Smith, Massey and Morrow",Restaurant
32611,812830,Todd,Jacobs,F,2002-10-20,69.53,2023-08-25,Holmes-Sanchez,Restaurant
32613,210814,Tina,Walsh,F,1987-10-24,112.42,2023-03-03,Walsh-Fields,Cosmetic
32615,366707,Justin,Rodriguez,F,1977-10-26,189.05,2023-07-09,Lutz Group,Market
32616,657057,Robert,Lara,,1977-10-26,168.49,2023-07-08,"Harris, Potter and Wright",Cosmetic
32617,738567,Timothy,Gonzalez,F,1967-10-29,2827.9,2023-03-23,Adams-Logan,Travel
32620,26365,Crystal,Townsend,,1974-10-27,104.65,2023-04-20,Bautista LLC,Market
32623,833448,Jessica,Raymond,F,2005-10-19,147.73,2023-06-03,James-Taylor,Electronics
32625,400493,Leslie,Ellis,,1958-10-31,60.1,2023-08-14,Garcia-Conrad,Cosmetic
32626,762997,Dale,Jones,F,1951-11-02,512.84,2023-04-29,Weaver-Krause,Electronics
32627,369312,Steven,Ponce,F,1973-10-27,1721.02,2023-08-05,Flores-Salinas,Travel
32633,483306,James,Greer,F,1988-10-23,83.14,2023-07-09,"Armstrong, Leonard and Wolfe",Market
32635,652052,Brittany,Nguyen,F,1973-10-27,1833.14,2023-09-08,"Frank, Zimmerman and Lee",Travel
32637,911518,Beth,Knight,F,1993-10-22,716.33,2023-06-30,"Sellers, Montes and Smith",Electronics
32639,177477,Richard,Davis,,1948-11-02,83.22,2023-05-01,Donovan-Walker,Cosmetic
32640,379550,Brian,Yu,F,1974-10-27,98.66,2023-05-08,"Cooper, Harrison and Campbell",Electronics
32643,242069,Courtney,Whitaker,F,2001-10-20,107.23,2023-10-13,"Solis, Smith and Knight",Clothing
32644,785910,Amanda,Miller,F,1949-11-02,49.42,2023-08-15,Barry PLC,Restaurant
32648,934027,Natalie,Hawkins,F,1978-10-26,27.35,2023-08-28,Richardson Group,Restaurant
32650,512130,Patricia,Carter,F,1998-10-21,1221.37,2023-02-27,Bullock Ltd,Travel
32652,33499,Nicole,Burton,F,1954-11-01,53.83,2023-03-19,"Hernandez, Barker and Benitez",Cosmetic
32654,488315,Edward,Green,F,2002-10-20,378.88,2023-10-12,Carr-Carlson,Market
32655,93773,Nicole,Smith,F,1967-10-29,35.61,2023-07-23,Richard-Rodriguez,Cosmetic
32658,356909,Ronald,Campbell,F,1998-10-21,143.88,2023-01-11,Tucker Group,Travel
32659,708679,Courtney,Campbell,F,1950-11-02,318.24,2023-06-12,"Chapman, Alvarado and Velasquez",Market
32662,606465,Sharon,Anderson,F,1972-10-27,83.63,2023-01-04,Thompson Inc,Restaurant
32663,482480,Kenneth,Evans,F,1965-10-29,81.73,2023-08-21,"Strickland, Morris and Mcguire",Restaurant
32664,352575,Michele,Anderson,,1966-10-29,88.59,2023-03-28,Harvey-Scott,Clothing
32667,522529,Michael,Bradley,F,1984-10-24,38.91,2023-07-05,Arnold-Mckee,Restaurant
32668,808773,Jose,Clay,F,1978-10-26,2700.79,2023-09-15,"Brennan, Sanchez and Hughes",Travel
32669,5680,Amber,Fields,F,1980-10-25,496.76,2023-08-29,Harris PLC,Market
32670,965501,Justin,Guerrero,F,1984-10-24,1507.19,2023-06-10,"Walter, Morris and Cochran",Travel
32671,861946,Fernando,Green,F,1977-10-26,96.02,2023-08-06,"Jones, Long and Mcdowell",Restaurant
32674,631535,Chase,Fields,F,1948-11-02,271.91,2023-06-16,Cooper-Nguyen,Travel
32676,345692,Jack,Cooper,F,1959-10-31,57.42,2023-09-03,Thompson LLC,Clothing
32678,978872,Michelle,Martin,F,1969-10-28,522.12,2023-07-29,Golden-Cochran,Travel
32679,733522,Nicholas,Pope,F,2003-10-20,77.56,2023-02-23,Diaz-Casey,Restaurant
32680,538373,Joshua,Smith,F,1952-11-01,132.49,2023-04-18,Young Inc,Cosmetic
32681,349195,Mary,Roach,F,1962-10-30,267.3,2023-09-05,"Cruz, Rodriguez and Carroll",Electronics
32683,239035,Matthew,Tate,F,1995-10-22,37.84,2023-04-12,Perez Ltd,Restaurant
32685,135476,Kayla,Clayton,F,1968-10-28,624.55,2023-04-16,Williams-Kelly,Electronics
32686,614882,Melissa,Dennis,,1965-10-29,2020.32,2023-02-24,"Smith, Martinez and Deleon",Travel
32688,330743,Erin,Morrison,F,1966-10-29,481.89,2023-03-03,Espinoza-Maddox,Market
32689,349861,David,Chase,F,1982-10-25,2565.38,2023-04-30,"Barron, Underwood and Cobb",Travel
32692,720157,Billy,Cox,F,1965-10-29,2039.54,2023-09-25,"Dickson, Schmidt and Jackson",Travel
32693,785742,Alice,Hunt,,1951-11-02,67.24,2023-05-30,Ortega-Tyler,Cosmetic
32694,475448,Jim,Obrien,,1981-10-25,1298.29,2023-02-18,Anderson Ltd,Travel
32699,654126,Cory,Berger,F,1992-10-22,220.55,2023-10-09,Snyder LLC,Market
32700,192175,Melissa,Pugh,F,1984-10-24,206.33,2023-01-12,Norton-Kim,Clothing
32706,305448,Miranda,Brown,,1992-10-22,193.38,2023-01-09,Stuart-Fletcher,Clothing
32708,186563,Shannon,Garcia,,1986-10-24,34.69,2023-07-05,"Perez, Scott and Mendoza",Restaurant
32711,204014,Nicole,Anderson,F,1982-10-25,58.42,2023-09-30,"Conley, Cook and Ellis",Restaurant
32715,717638,Mary,Brewer,F,1985-10-24,260.37,2023-01-29,"Mcgee, Sanchez and Wagner",Clothing
32716,532315,Sarah,Weber,,1995-10-22,416.14,2023-02-02,"Williams, Taylor and Smith",Travel
32718,807949,Lauren,Cross,,1988-10-23,2068.42,2023-09-19,"Smith, Spears and Brady",Travel
32719,484833,Charles,Gomez,F,1988-10-23,66.2,2023-05-28,"Wilson, Clark and Tucker",Restaurant
32722,58449,Julia,Tate,F,1990-10-23,84.27,2023-04-26,"James, Schultz and Krueger",Restaurant
32723,946877,Steven,Warren,F,1982-10-25,1201.12,2023-04-30,Wright PLC,Travel
32727,319702,John,Silva,F,1970-10-28,91.46,2023-04-09,Lee-Sanders,Restaurant
32728,374264,Ricky,Ray,F,1982-10-25,756.34,2023-08-29,Fowler Ltd,Electronics
32729,428417,Diane,Sawyer,F,1994-10-22,1884.18,2023-08-26,Cochran-Jackson,Travel
32731,586135,Ariana,Jackson,F,2000-10-20,2586.17,2023-02-09,Lowe PLC,Travel
32732,952766,Doris,Wong,F,2000-10-20,46.44,2023-03-27,Bean Inc,Restaurant
32735,12970,Amanda,French,F,1993-10-22,24.95,2023-04-29,Williams LLC,Restaurant
32736,932961,Adam,Reed,F,1951-11-02,148.92,2023-02-08,Pittman-Mcintyre,Cosmetic
32738,960787,Marcus,Smith,,1989-10-23,1903.17,2023-04-26,Wilson Inc,Travel
32739,360568,Kathryn,Rodriguez,F,1967-10-29,587.95,2023-07-30,Peters-Gill,Electronics
32740,813337,Seth,Davis,F,1986-10-24,41.08,2023-02-13,Bowen and Sons,Restaurant
32742,285406,Annette,Paul,F,1963-10-30,832.36,2023-09-25,Nelson-Robinson,Travel
32743,695332,Catherine,Ochoa,F,1971-10-28,52.94,2023-02-09,Malone-Anderson,Restaurant
32747,500584,Karen,Moreno,,1989-10-23,203.32,2023-04-28,Martinez-Jones,Market
32748,813254,Morgan,Barker,F,1981-10-25,99.29,2023-02-03,Miller Group,Restaurant
32750,215855,Gregory,Bowen,F,1969-10-28,70.32,2023-03-11,"Ruiz, Blackburn and Ray",Restaurant
32751,130324,Cindy,Sanchez,F,1972-10-27,329.55,2023-08-31,Wright Inc,Market
32754,362564,Wanda,Rodriguez,F,1949-11-02,200.44,2023-01-16,"Ray, Davis and Adams",Market
32755,853818,Benjamin,Baldwin,F,2000-10-20,18.43,2023-07-03,May-Matthews,Cosmetic
32757,382893,Catherine,Mueller,,1966-10-29,122.74,2023-02-27,Cohen and Sons,Cosmetic
32761,542835,Samantha,Gomez,F,1981-10-25,496.6,2023-05-10,"Shelton, Hayes and Meyer",Market
32763,779296,Martin,Henry,F,1961-10-30,77.95,2023-04-23,Brown and Sons,Restaurant
32764,160008,Kathryn,Williamson,F,1951-11-02,24.36,2023-08-01,Mejia-Burton,Restaurant
32765,768765,Jim,Chaney,F,1959-10-31,91.05,2023-01-29,Johnson and Sons,Restaurant
32766,402337,Wanda,Cunningham,F,1997-10-21,53.32,2023-01-14,Johnson Group,Restaurant
32767,924261,Amanda,Rivera,F,1969-10-28,74.46,2023-02-20,Cook PLC,Market
32768,65667,David,King,F,1970-10-28,586.61,2023-01-15,"Hernandez, Oconnell and Landry",Electronics
32769,732174,James,Thomas,F,1977-10-26,163.27,2023-05-27,Thompson-Bailey,Cosmetic
32773,804144,Robert,Mcguire,F,1966-10-29,177.33,2023-05-09,"Martinez, Lane and Snyder",Cosmetic
32774,99674,Kathryn,Garcia,,1992-10-22,399.55,2023-07-04,Hamilton PLC,Electronics
32776,595489,Christina,Hernandez,F,1948-11-02,397.51,2023-02-16,Patton and Sons,Market
32779,755113,Diane,Wood,F,1973-10-27,443.65,2023-06-18,Adams-Hahn,Market
32780,821979,Joseph,House,F,1996-10-21,370.77,2023-08-28,Mata LLC,Travel
32783,220098,Susan,Cooke,,1990-10-23,431.25,2023-02-26,Jones LLC,Market
32784,383752,Nancy,Rodriguez,,1998-10-21,37.83,2023-02-18,"Payne, Davis and Clayton",Clothing
32785,92932,Susan,Schneider,F,1994-10-22,1072.62,2023-04-17,Washington-Gutierrez,Travel
32786,455686,James,Cervantes,F,1967-10-29,74.74,2023-03-10,"Sanders, Conway and Combs",Clothing
32787,438482,Elizabeth,Moreno,F,1971-10-28,60.09,2023-07-12,"Brady, Valentine and Hines",Clothing
32788,371544,Daniel,Gutierrez,F,1962-10-30,260.72,2023-02-27,"Wagner, Villarreal and Davis",Market
32794,291319,Cynthia,Ramos,F,1972-10-27,1493.88,2023-09-10,Elliott-Dawson,Travel
32796,43820,Kyle,Mullins,F,1977-10-26,212.64,2023-09-18,Lucas and Sons,Electronics
32800,981747,Stephanie,Cuevas,F,1974-10-27,200.86,2023-06-20,"Hale, Moran and Mcmahon",Clothing
32801,749545,Lonnie,Duran,F,1993-10-22,262.13,2023-08-10,"Patterson, Robinson and Patel",Travel
32802,363118,Melissa,Mack,F,2003-10-20,46.45,2023-09-17,Williams-Brock,Cosmetic
32803,76069,Pam,Palmer,F,1954-11-01,274.69,2023-05-18,Shaw PLC,Clothing
32804,722504,James,Carney,F,2002-10-20,10.07,2023-09-10,Bryan-Harris,Market
32805,348886,Rickey,Thomas,F,1978-10-26,988.81,2023-01-30,"Cooper, Evans and White",Electronics
32806,852605,Douglas,Green,F,1965-10-29,60.34,2023-05-25,Mann Inc,Cosmetic
32807,146329,Troy,Jones,,2001-10-20,75.61,2023-07-31,Duncan-Browning,Restaurant
32811,659847,Henry,Peterson,,1975-10-27,373.19,2023-03-06,"Ellis, Ayers and Sanchez",Market
32812,717631,Lauren,Santiago,F,1982-10-25,280.02,2023-08-29,Wade-Wiley,Market
32814,827499,Jesse,Jones,F,1973-10-27,282.44,2023-05-27,Clark-Erickson,Clothing
32815,946089,Laura,Bradley,F,2003-10-20,85.87,2023-09-13,Adams-Martin,Market
32817,640916,Robert,Miles,,1964-10-29,1174.67,2023-09-16,Johnson Group,Travel
32822,336022,Adam,Hill,,1981-10-25,351.37,2023-03-24,Parker-Mejia,Travel
32823,434130,Paul,Cervantes,F,1967-10-29,90.17,2023-04-20,"Tran, Banks and Thompson",Restaurant
32824,714678,Stacy,Williams,F,1983-10-25,24.07,2023-06-19,Carr-Solis,Market
32826,906879,Margaret,Horn,F,1991-10-23,87.78,2023-04-16,Bonilla LLC,Clothing
32828,852886,Richard,Pope,F,1979-10-26,228.28,2023-04-09,"Valdez, Crawford and Farrell",Market
32829,974081,Mackenzie,Smith,F,1953-11-01,19.17,2023-03-19,"Ramos, Gomez and Lynch",Restaurant
32832,944496,Andrew,Bryant,F,1996-10-21,261.89,2023-10-09,"Taylor, Becker and Edwards",Clothing
32834,765814,Jasmine,Frazier,F,1990-10-23,20.05,2023-01-07,Walker LLC,Clothing
32835,364173,Michael,Garcia,F,2002-10-20,212.15,2023-03-09,"Martinez, Burton and Tucker",Clothing
32838,181571,Brandi,Chen,F,1992-10-22,239.15,2023-07-27,White PLC,Market
32839,436708,Kimberly,Taylor,F,1976-10-26,384.9,2023-04-23,Thomas-Medina,Electronics
32840,406959,Danielle,Bailey,F,1956-10-31,46.17,2023-04-28,Vazquez-Washington,Clothing
32841,851944,Scott,King,F,2002-10-20,373.52,2023-08-11,"Dunlap, Griffin and Walker",Market
32844,18258,Kathleen,Edwards,F,1948-11-02,353.76,2023-04-23,Jones-Stewart,Market
32845,201953,David,Jensen,F,1988-10-23,448.31,2023-05-31,"Livingston, Oneal and Watson",Electronics
32846,535695,Shawn,Cole,F,1999-10-21,30.04,2023-09-04,Hobbs-Nelson,Cosmetic
32847,214800,Scott,Bryant,F,1987-10-24,148.75,2023-03-28,Hurley PLC,Cosmetic
32848,749518,Stacy,Charles,F,1968-10-28,57.61,2023-06-19,"Taylor, Ibarra and Choi",Restaurant
32852,553862,Christine,Lucas,,1977-10-26,2149.69,2023-07-06,Pierce and Sons,Travel
32856,182487,Angela,Yates,F,2001-10-20,389.94,2023-08-13,Elliott Ltd,Electronics
32859,942248,Jesse,White,,1952-11-01,36.4,2023-02-22,Miles-Carson,Restaurant
32862,91714,Christopher,Hunt,F,1970-10-28,458.23,2023-07-27,Miller LLC,Electronics
32863,28059,Samantha,Stanley,F,1979-10-26,463.78,2023-06-08,"Ruiz, Williams and Lopez",Market
32867,101518,George,White,F,1979-10-26,353.84,2023-03-26,"Martin, Medina and Carter",Electronics
32872,827451,Kenneth,Bender,,1992-10-22,474.14,2023-01-18,Olson and Sons,Market
32876,915347,Rebecca,Smith,F,1972-10-27,130.16,2023-07-09,Brown-Anderson,Cosmetic
32878,5667,Daisy,Delgado,F,1991-10-23,22.41,2023-08-20,"Paul, Wall and Johnson",Market
32879,485595,Yvonne,Hayes,F,1977-10-26,102.84,2023-02-16,Cooper-Diaz,Cosmetic
32883,503731,Melissa,Adkins,F,1959-10-31,89.38,2023-01-22,"Yates, Blackburn and Chambers",Restaurant
32884,532641,Robert,White,F,1951-11-02,33.97,2023-09-14,Taylor Inc,Clothing
32887,491124,Mark,Snow,F,1992-10-22,323.16,2023-01-23,Herrera-Benson,Electronics
32888,618603,Ashley,Peterson,F,1961-10-30,22.35,2023-06-21,Robinson-Golden,Restaurant
32890,497032,Jesse,Mccoy,F,2002-10-20,46.75,2023-10-04,Fitzgerald PLC,Clothing
32892,548571,Lori,Case,F,1949-11-02,876.38,2023-01-13,Hebert-Smith,Travel
32893,281296,John,Henry,,1966-10-29,156.28,2023-01-16,Jimenez-Sweeney,Cosmetic
32894,6447,Alexis,Cox,F,1958-10-31,236.25,2023-08-18,Harrison PLC,Travel
32896,29098,Sarah,Wong,F,1973-10-27,198.54,2023-04-12,"Reese, Williams and Young",Cosmetic
32897,77901,Dennis,Wang,F,1990-10-23,1022.02,2023-06-25,"Smith, Potter and Jimenez",Travel
32898,721521,Kristina,Turner,,1952-11-01,1017.56,2023-06-14,"Lee, Diaz and Nelson",Travel
32899,602531,David,Lawrence,F,1974-10-27,435.84,2023-06-13,Jimenez-Griffin,Electronics
32902,773000,Anthony,Christian,F,1949-11-02,421.57,2023-04-10,Hancock LLC,Market
32903,370000,Patrick,Cole,F,1989-10-23,106.57,2023-03-09,"Johnson, Thompson and Pearson",Cosmetic
32904,564195,Brandon,Turner,F,1967-10-29,153.37,2023-09-10,King LLC,Clothing
32905,76762,Michael,Sandoval,,1999-10-21,309.01,2023-02-02,"Montgomery, Roberts and Allen",Market
32908,14329,William,Rowe,F,1999-10-21,66.15,2023-01-26,Harrison Group,Electronics
32909,509064,Bruce,Barnes,F,1970-10-28,63.3,2023-01-13,Wheeler PLC,Cosmetic
32911,754246,Linda,Macias,,1948-11-02,195.65,2023-03-02,"Martinez, Clark and Smith",Electronics
32912,299156,Rebecca,Duncan,,1961-10-30,151.82,2023-09-03,Armstrong-Miles,Cosmetic
32917,659581,Wendy,Fletcher,F,1969-10-28,372.27,2023-05-12,"Foley, Knox and Harding",Market
32918,451426,Jon,Rodriguez,F,1991-10-23,80.6,2023-01-10,"Myers, Howard and Finley",Restaurant
32919,406893,Scott,Olson,F,1965-10-29,239.46,2023-05-19,Torres LLC,Clothing
32922,186231,Jessica,Conley,F,1949-11-02,219.58,2023-07-23,Sanders LLC,Market
32923,317573,Kathy,Brown,F,1967-10-29,30.75,2023-04-08,Rogers-Johnson,Restaurant
32925,418692,Matthew,Moore,F,1996-10-21,370.71,2023-06-16,Robbins-Parker,Market
32926,605441,Stephanie,Lopez,F,1964-10-29,24.05,2023-08-12,"Baker, Douglas and Williams",Restaurant
32928,126683,Anthony,Parker,F,1988-10-23,674.08,2023-01-31,Harrison-Moon,Electronics
32932,418716,Jennifer,Santiago,F,1966-10-29,386.1,2023-08-27,Poole Ltd,Market
32935,588855,Dennis,Riley,F,2005-10-19,65.96,2023-04-22,Morton Inc,Cosmetic
32937,80493,Rebecca,Arroyo,F,2001-10-20,226.63,2023-08-25,Skinner-Harris,Clothing
32938,953435,Jessica,Raymond,F,2002-10-20,106.11,2023-04-26,"Rasmussen, Bowman and Wright",Cosmetic
32939,504053,Ana,Thompson,F,1986-10-24,205.12,2023-07-27,Torres-Jennings,Market
32940,107767,Matthew,Hodge,F,1953-11-01,54.97,2023-06-04,"Parker, Hughes and Bell",Restaurant
32941,656693,Cory,Johnson,F,1957-10-31,98.72,2023-02-21,"Morris, Guerra and Odom",Market
32942,669899,Rebecca,Stewart,,2004-10-19,376.35,2023-01-17,Cline PLC,Electronics
32943,491083,Tara,Pugh,F,2005-10-19,1221.08,2023-05-26,Mccormick-Parks,Travel
32944,356462,April,Wood,F,1961-10-30,64.94,2023-06-13,Thomas Ltd,Restaurant
32945,335148,Courtney,Moore,F,1952-11-01,46.27,2023-06-15,"Harris, Anderson and Miller",Restaurant
32946,834717,Sean,Burke,F,1989-10-23,59.41,2023-02-03,Johnson LLC,Restaurant
32949,42096,Cindy,Miller,F,1961-10-30,146.27,2023-05-04,"Hooper, Robertson and Baker",Cosmetic
32950,137593,Kenneth,Martin,F,1973-10-27,462.83,2023-04-28,"Price, Smith and Robles",Travel
32951,17042,Joseph,Williams,F,1951-11-02,39.07,2023-09-17,Cooper Group,Restaurant
32958,132873,Tracy,Martin,F,1954-11-01,96.33,2023-03-22,"Nguyen, Smith and Ross",Cosmetic
32961,685603,Thomas,Vasquez,F,1959-10-31,302.57,2023-01-18,Williams-Navarro,Travel
32962,936786,Shelby,Kim,F,1975-10-27,169.79,2023-01-12,"Walters, Contreras and Chase",Cosmetic
32963,139652,Joseph,Garcia,,1974-10-27,2825.43,2023-07-17,Baker-Mullins,Travel
32964,113472,Adrienne,Hall,F,1975-10-27,14.06,2023-01-29,"Huffman, Williams and Burch",Restaurant
32965,85163,Jeremy,Peterson,F,1968-10-28,66.78,2023-06-19,Ochoa-Heath,Market
32967,889853,Daniel,Elliott,F,1968-10-28,19.49,2023-01-14,"Nguyen, Nixon and Miranda",Restaurant
32968,733681,Lisa,Ortiz,,1990-10-23,471.22,2023-04-27,Carter LLC,Electronics
32969,291143,Brenda,Vega,F,1997-10-21,2454.74,2023-08-01,"Gonzales, Chung and Mcgee",Travel
32970,409869,Kaitlyn,Daniel,F,1982-10-25,52.54,2023-03-10,"Day, Banks and Gutierrez",Restaurant
32971,99418,Barbara,Wolf,F,1992-10-22,79.17,2023-02-13,"Marshall, Ewing and Johnson",Cosmetic
32972,830142,Christian,Cooper,F,1974-10-27,27.59,2023-03-14,"Bowen, Leonard and Davis",Cosmetic
32974,27439,Tiffany,Long,F,1991-10-23,1807.97,2023-09-10,"Knight, Roberts and Decker",Travel
32978,619154,Marcus,Rhodes,,2001-10-20,392.45,2023-01-28,Hogan and Sons,Electronics
32979,861910,Jamie,Green,F,1968-10-28,30.18,2023-05-04,"Meyer, Hatfield and Gregory",Restaurant
32981,316560,Sara,Welch,F,1977-10-26,147.42,2023-10-03,"Gray, Forbes and Cook",Electronics
32982,528527,Paula,Myers,F,1955-11-01,482.45,2023-08-11,Salazar Inc,Market
32983,38631,Michael,Rogers,,1986-10-24,26.66,2023-06-03,"Perez, Hoffman and Rasmussen",Restaurant
32984,421733,Patrick,Hunt,F,2003-10-20,1787.99,2023-01-06,"Mcgee, Robertson and Gonzalez",Travel
32986,100203,Todd,Mayer,F,2003-10-20,182.24,2023-02-24,Sellers Ltd,Cosmetic
32988,294729,Ruben,Parsons,F,1979-10-26,940.13,2023-10-06,"Howard, Collins and Davidson",Electronics
32989,463386,Frances,Wilson,F,1965-10-29,91.29,2023-03-07,Wade Group,Cosmetic
32995,692142,David,Turner,F,1998-10-21,95.14,2023-03-18,Serrano-Taylor,Market
32996,495132,Patricia,Brown,F,1958-10-31,530.36,2023-01-25,"Grant, Harris and Allen",Electronics
32997,465354,Robert,Roy,F,1981-10-25,146.0,2023-03-20,"Henderson, Snyder and Lowe",Travel
32998,603104,Matthew,Brennan,F,1973-10-27,359.93,2023-06-03,Ortiz-White,Electronics
33001,338719,Brenda,Taylor,F,1993-10-22,381.02,2023-07-26,Bryant Ltd,Electronics
33002,550529,Daniel,Davis,F,1983-10-25,269.86,2023-01-10,Malone PLC,Market
33003,858676,Mark,Griffin,F,1960-10-30,479.94,2023-08-23,Taylor-Hale,Electronics
33004,563784,Christopher,Chan,F,1961-10-30,117.27,2023-07-20,"Stevens, Patterson and Ortega",Clothing
33006,772717,Derek,Carter,F,1983-10-25,30.35,2023-03-21,"Smith, Valdez and Nguyen",Restaurant
33007,892120,Richard,Hernandez,F,1971-10-28,88.49,2023-01-27,Lara Ltd,Restaurant
33009,235606,Kimberly,Rowland,F,1952-11-01,386.82,2023-10-11,Stewart-Martin,Travel
33011,346412,Barry,Clay,,1999-10-21,92.27,2023-09-03,Sandoval LLC,Restaurant
33012,844848,Chase,Thompson,F,1965-10-29,51.22,2023-07-05,"Henry, Williams and Schmidt",Restaurant
33015,492383,Charles,Swanson,F,1970-10-28,40.21,2023-04-29,Rush-Summers,Restaurant
33017,823277,Alexander,Flynn,F,1995-10-22,93.54,2023-05-26,"Rocha, Holt and Carson",Electronics
33019,679226,Wanda,Moore,F,1949-11-02,91.97,2023-08-21,Williams Ltd,Clothing
33020,272244,David,Lopez,F,1988-10-23,601.45,2023-04-23,Elliott PLC,Travel
33021,878120,Mary,Medina,,1983-10-25,487.54,2023-06-20,"Myers, Adams and Benjamin",Market
33022,913153,John,Saunders,F,1985-10-24,254.58,2023-09-03,Sanchez Group,Clothing
33024,851327,Christopher,King,F,1961-10-30,74.67,2023-07-18,Evans Inc,Cosmetic
33025,385316,Melissa,Harvey,F,1959-10-31,315.81,2023-07-30,Walters-Nelson,Electronics
33027,561004,Bryan,Hunter,F,1987-10-24,160.39,2023-06-25,"Johnson, Anderson and Hill",Clothing
33028,915953,Reginald,White,F,1967-10-29,37.34,2023-07-13,Bates Group,Cosmetic
33029,700033,Paul,Franklin,F,1970-10-28,810.39,2023-07-28,Harris Ltd,Electronics
33030,648584,Scott,Jackson,F,2002-10-20,316.6,2023-01-21,Gonzalez-Kemp,Market
33033,300524,Christina,Thomas,F,1994-10-22,87.82,2023-08-09,Moore-Barajas,Restaurant
33034,366214,Katrina,Moody,F,1974-10-27,2692.41,2023-04-28,Myers-Brown,Travel
33036,953183,Christina,Reid,,1971-10-28,388.72,2023-03-19,"Baker, Holden and Brooks",Market
33038,357249,Marie,Fitzpatrick,F,1973-10-27,1752.75,2023-09-06,Wade-Guzman,Travel
33039,122303,Stephen,Walker,,1989-10-23,184.35,2023-07-10,"Walker, Dalton and Fox",Market
33040,769276,Gregory,Duncan,,1983-10-25,98.86,2023-07-12,Gomez-Thompson,Cosmetic
