,Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
27848,412112,Thomas,Jones,M,1949-11-02,568.84,2023-10-03,"Williams, Wheeler and Smith",Electronics
27852,14745,Brenda,Murphy,M,1984-10-24,518.98,2023-06-07,Hill Group,Travel
27853,128704,Rita,Howe,M,1991-10-23,955.96,2023-02-05,Finley Ltd,Electronics
27854,827687,Patty,Moore,M,1981-10-25,276.27,2023-02-05,Hines-Wheeler,Clothing
27855,651499,Robert,Smith,M,1978-10-26,54.17,2023-06-09,Mcdonald Inc,Restaurant
27857,441981,Howard,Moore,M,1951-11-02,172.87,2023-07-28,Salas Inc,Travel
27858,628920,Sarah,Hill,M,2005-10-19,442.77,2023-08-13,"Sandoval, Johnson and Cochran",Travel
27860,868254,Samantha,Moore,M,1954-11-01,197.21,2023-03-04,Rodriguez-Cardenas,Market
27861,420690,Sergio,Abbott,M,1990-10-23,70.42,2023-05-06,Hinton LLC,Clothing
27864,226582,Diane,Hines,M,1986-10-24,88.14,2023-06-16,"Phelps, Casey and Miller",Restaurant
27868,247327,Haley,Noble,M,1970-10-28,681.2,2023-08-03,Henderson and Sons,Electronics
27869,660934,Jeffery,Soto,M,1959-10-31,10.17,2023-06-03,Gardner Group,Restaurant
27872,686912,Kelly,Greene,M,1967-10-29,376.71,2023-05-19,"Hines, Adams and May",Electronics
27875,346074,Denise,Shaw,M,1996-10-21,389.91,2023-08-17,Duran Inc,Market
27877,813101,Jennifer,Freeman,M,1966-10-29,174.77,2023-01-10,"Arellano, Nelson and Pratt",Cosmetic
27878,709775,Cory,Lawson,M,1974-10-27,88.43,2023-08-09,Patterson PLC,Cosmetic
27879,748370,Michael,Roach,M,1987-10-24,184.34,2023-02-21,Wilkins LLC,Clothing
27881,224331,Gina,Thompson,M,1958-10-31,14.08,2023-09-16,Johnston LLC,Restaurant
27885,712038,Tanya,Summers,M,1997-10-21,61.24,2023-04-10,"Hall, Austin and Brown",Cosmetic
27886,517283,Cheryl,Hammond,M,1953-11-01,208.22,2023-09-01,Patterson LLC,Market
27892,249093,Michelle,Lewis,M,2004-10-19,61.07,2023-04-20,"Coleman, Brooks and Pearson",Cosmetic
27894,88147,Andrew,Lutz,M,2002-10-20,426.97,2023-06-24,Farmer-Davidson,Market
27895,660558,Vincent,Randall,M,1981-10-25,61.45,2023-10-07,Kaufman-Aguilar,Restaurant
27899,255942,Christina,Jenkins,M,1975-10-27,922.04,2023-06-04,Jones-Ross,Electronics
27902,252179,Jonathan,Diaz,M,1949-11-02,79.45,2023-07-12,Gomez-Coleman,Cosmetic
27903,330576,Lisa,Baker,M,1949-11-02,188.95,2023-05-19,Wilson-Johnson,Clothing
27905,253544,Logan,Zuniga,M,2005-10-19,387.55,2023-08-05,Campbell-Jensen,Market
27908,355593,Garrett,Duke,M,1967-10-29,33.98,2023-07-28,"Cook, Fuentes and Casey",Restaurant
27920,487869,Richard,Lyons,M,2003-10-20,2154.32,2023-02-10,Hunter-Ware,Travel
27921,492028,Tyler,Reed,M,1972-10-27,288.47,2023-01-22,"White, Jones and Mcclain",Clothing
27922,277714,Randall,Richardson,M,1966-10-29,159.28,2023-01-14,Barker-Clarke,Market
27924,305830,Robin,Miller,M,1980-10-25,1616.85,2023-03-07,"Perry, Mann and Nunez",Travel
27927,266460,Sharon,Potter,M,1986-10-24,230.29,2023-09-16,Hogan-Clark,Market
27928,211598,Kimberly,Hamilton,M,1961-10-30,2865.35,2023-01-16,Duncan PLC,Travel
27929,201372,Darrell,Washington,M,1994-10-22,15.66,2023-08-16,King-Edwards,Restaurant
27933,153890,Martha,Herrera,M,1976-10-26,394.22,2023-08-11,Phillips-Mcclain,Travel
27936,393911,Rebecca,Ramirez,M,1955-11-01,59.89,2023-02-06,"Harris, Spencer and Terry",Clothing
27939,584839,Matthew,Davis,M,2001-10-20,783.34,2023-03-04,Hunt Group,Electronics
27942,488241,Anthony,Beck,M,1960-10-30,83.34,2023-04-23,Barnett-Hickman,Restaurant
27944,19058,Ashley,Cole,M,1953-11-01,269.21,2023-10-05,Downs-Moore,Clothing
27945,474666,Michael,Burch,M,1966-10-29,416.18,2023-03-01,Becker-Sandoval,Market
27946,358584,James,Montoya,M,1966-10-29,292.95,2023-07-09,"Johnson, Werner and Lindsey",Market
27947,204052,Anthony,Miller,M,1980-10-25,189.89,2023-05-10,Hernandez-Sanchez,Electronics
27948,873553,Vanessa,Maynard,M,1969-10-28,150.06,2023-08-25,Cannon Group,Cosmetic
27950,580424,Elaine,Wagner,M,1948-11-02,341.7,2023-01-06,"Smith, Henderson and Singleton",Electronics
27955,992700,Eric,Walker,M,1973-10-27,1809.12,2023-07-01,Myers Group,Travel
27956,576927,Alan,Hughes,M,1981-10-25,882.19,2023-04-05,White-Love,Travel
27962,453861,Kristen,Warren,M,1998-10-21,839.99,2023-07-02,"Casey, Hodge and Jensen",Electronics
27963,570469,Matthew,Daniels,M,1972-10-27,781.69,2023-05-20,Larson-Johnson,Electronics
27964,768810,Andrew,Burns,M,1999-10-21,2590.56,2023-07-04,Gomez-Cruz,Travel
27966,206215,Shannon,Brown,M,1989-10-23,125.75,2023-05-22,Beard Inc,Clothing
27968,777348,Samuel,Coleman,M,1975-10-27,80.24,2023-02-20,Love PLC,Restaurant
27969,862514,Kenneth,Jones,M,2000-10-20,413.27,2023-05-16,Thompson-Lee,Market
27972,63246,Phillip,Hill,M,1959-10-31,690.75,2023-03-19,"Boone, Graves and Clark",Travel
27974,496817,Emily,Greene,M,1969-10-28,126.08,2023-03-16,"Santiago, Olson and Turner",Cosmetic
27977,931761,Tiffany,Marshall,M,1964-10-29,291.51,2023-01-02,"Hawkins, Strickland and Frost",Clothing
27981,244442,Barbara,Murphy,M,1991-10-23,12.33,2023-06-24,"Hawkins, Reeves and Castillo",Restaurant
27985,902414,Sabrina,Schmidt,M,1971-10-28,2292.8,2023-01-24,"Peterson, Thompson and Garcia",Travel
27992,182027,Katherine,Anderson,M,1996-10-21,1096.65,2023-03-17,"Martinez, Barry and Wong",Travel
27997,377718,Aaron,Jacobs,M,2005-10-19,101.04,2023-05-24,Warner-Robinson,Cosmetic
27999,505723,Sarah,Brown,M,1966-10-29,197.82,2023-04-11,Fuller-Holmes,Market
28002,45157,Nicole,Ingram,M,1954-11-01,263.74,2023-01-01,Martinez-Choi,Electronics
28003,699852,Rhonda,Reyes,M,1981-10-25,46.2,2023-05-29,Hill Ltd,Cosmetic
28005,30604,Diana,Carson,M,1991-10-23,190.63,2023-06-28,Miller-Lutz,Clothing
28006,709189,Theresa,Glass,M,1958-10-31,98.27,2023-04-27,Hughes Group,Restaurant
28010,188565,Linda,Rasmussen,M,1965-10-29,492.0,2023-03-31,"Costa, Collins and Lynch",Market
28014,879364,Samantha,Espinoza,M,2000-10-20,77.66,2023-04-25,Fletcher-Graham,Restaurant
28015,364998,Martin,Williams,M,1998-10-21,2133.58,2023-02-05,Novak and Sons,Travel
28018,80264,William,Benson,M,1949-11-02,573.9,2023-02-01,Cline LLC,Travel
28020,508233,David,Gonzalez,M,1979-10-26,391.48,2023-03-25,"Williams, Potts and Lee",Market
28022,269484,Kristina,Bell,M,1967-10-29,56.46,2023-03-06,"Weeks, Davis and Estes",Clothing
28026,442167,Pamela,Thornton,M,1962-10-30,48.52,2023-03-17,"Perez, Stevens and Gill",Restaurant
28029,459922,Alexandra,Chambers,M,2004-10-19,147.45,2023-08-10,Baker and Sons,Cosmetic
28034,778241,Andrew,Tate,M,2004-10-19,368.68,2023-09-25,Kirby-Johnson,Market
28035,924494,Megan,Jimenez,M,1979-10-26,63.98,2023-07-13,Jordan Ltd,Cosmetic
28036,266700,Peter,Mendoza,M,2001-10-20,483.69,2023-06-07,Flores-Farmer,Market
28040,450329,Louis,Fletcher,M,1955-11-01,61.25,2023-04-27,Herrera-Romero,Restaurant
28042,715622,Calvin,Collier,M,1980-10-25,182.31,2023-01-24,Bell-Lopez,Clothing
28044,24337,Cheryl,Guzman,M,1950-11-02,80.71,2023-03-24,Greene-Barnett,Restaurant
28045,273110,Brandon,Wilkerson,M,2004-10-19,415.45,2023-02-18,Anderson-Ramirez,Market
28048,63523,Bryan,Hunter,M,1983-10-25,76.38,2023-04-08,Olson-Johnson,Restaurant
28051,718787,David,Marsh,M,1971-10-28,362.0,2023-07-15,"Brown, Kaiser and Patterson",Market
28052,954822,Tiffany,Watkins,M,1960-10-30,2102.54,2023-09-14,"Rivera, Freeman and Williamson",Travel
28054,977281,Tyler,Boyd,M,1988-10-23,560.5,2023-08-10,Barber-Henry,Electronics
28059,284883,Logan,Ray,M,1986-10-24,260.05,2023-01-09,Weber LLC,Clothing
28062,577820,Robert,Wilson,M,1987-10-24,254.97,2023-08-30,Boyle-Martinez,Clothing
28063,309734,Scott,Clay,M,1972-10-27,199.74,2023-02-09,Vincent Inc,Clothing
28064,245621,Amanda,Clark,M,1975-10-27,2868.9,2023-09-07,Tapia Inc,Travel
28066,542109,Adrian,Huber,M,1964-10-29,92.75,2023-06-23,"Spence, Mcintosh and Nguyen",Clothing
28067,249876,Katie,Nelson,M,1960-10-30,66.81,2023-10-09,Hall-Paul,Clothing
28072,968088,Anita,Cunningham,M,1973-10-27,638.84,2023-03-29,Mitchell and Sons,Electronics
28077,708198,Kimberly,Hickman,M,1976-10-26,57.7,2023-01-05,Watson-Carlson,Restaurant
28078,334444,Dana,Rivera,M,1988-10-23,210.49,2023-08-28,"Thompson, Murillo and Best",Market
28080,33550,Desiree,Adkins,M,1949-11-02,103.61,2023-04-08,"Monroe, Wilson and Nichols",Electronics
28081,780988,Ivan,Webb,M,1978-10-26,1639.77,2023-04-02,"White, Frederick and Hubbard",Travel
28083,947292,Amanda,Hodges,M,1962-10-30,203.22,2023-03-21,Greene-Poole,Clothing
28086,821832,Adrian,Grant,M,1997-10-21,262.41,2023-07-31,Martinez PLC,Electronics
28087,781322,Douglas,Silva,M,1990-10-23,95.3,2023-08-16,Martinez-Mckinney,Cosmetic
28089,73489,Barbara,Stevens,M,1962-10-30,205.45,2023-05-22,"Blake, Cooper and Brock",Market
28093,973341,Jessica,Chavez,M,1973-10-27,280.55,2023-03-13,Bentley-Walton,Clothing
28094,173171,Evan,Long,M,2005-10-19,297.91,2023-06-11,Williams-Anderson,Market
28096,181433,Jillian,Guerrero,M,1987-10-24,10.82,2023-08-03,"Sherman, Rangel and Grant",Restaurant
28099,310539,Matthew,Walker,M,1951-11-02,32.62,2023-05-27,Mora and Sons,Restaurant
28102,586567,Joseph,Orozco,M,1976-10-26,59.75,2023-07-05,Young-Dunn,Clothing
28107,522198,Gregory,Mitchell,M,2003-10-20,391.1,2023-05-21,Jacobs-Fritz,Market
28109,764160,Jason,Williamson,M,1962-10-30,80.97,2023-07-18,Taylor-Brooks,Restaurant
28110,327920,Zachary,Ibarra,M,1998-10-21,538.34,2023-05-04,Nelson LLC,Electronics
28112,541763,Robert,Edwards,M,2003-10-20,83.8,2023-02-04,"Hess, Perez and Taylor",Cosmetic
28113,906457,Dawn,Mcgee,M,1958-10-31,197.95,2023-04-10,James-Hunter,Cosmetic
28114,629854,Kathy,Sanford,M,1975-10-27,75.08,2023-03-01,"Flores, Haynes and Jones",Restaurant
28117,498005,Linda,Nichols,M,2002-10-20,77.89,2023-02-28,Davis and Sons,Cosmetic
28118,383374,Zachary,Nguyen,M,1985-10-24,36.84,2023-09-07,Whitney Inc,Clothing
28121,289747,Stephanie,Doyle,M,1971-10-28,602.23,2023-09-01,"Ruiz, Davis and Meyer",Electronics
28122,193384,Christopher,Bennett,M,2003-10-20,222.32,2023-03-02,Krause-Curry,Clothing
28123,818547,Jose,Ray,M,1975-10-27,170.22,2023-06-04,Brown-Lee,Clothing
28125,504530,Terri,Guerra,M,1996-10-21,905.55,2023-07-24,"Gonzalez, Mcdowell and Rogers",Electronics
28126,16193,Shannon,Estrada,M,1990-10-23,680.49,2023-07-02,Williams-Medina,Electronics
28129,678269,Cameron,Friedman,M,1969-10-28,165.48,2023-05-03,Bauer and Sons,Clothing
28130,616121,Linda,Bright,M,1967-10-29,180.97,2023-10-05,Kim PLC,Market
28131,54734,Gregory,Johnson,M,1959-10-31,66.35,2023-08-22,"Franco, Ramirez and Jenkins",Clothing
28132,137758,Maria,Rivers,M,1957-10-31,279.72,2023-01-22,Lewis-Leonard,Market
28133,588589,Joanna,Vaughan,M,1963-10-30,61.2,2023-09-04,"Cunningham, Perry and Higgins",Clothing
28139,81722,Audrey,Clark,M,2001-10-20,1683.86,2023-02-03,Anthony-Morales,Travel
28140,904338,Sean,Smith,M,1964-10-29,140.36,2023-04-05,"Morton, Bowman and Smith",Clothing
28144,515615,Jennifer,Garcia,M,1967-10-29,585.68,2023-04-01,"Gibson, Wilson and Ellis",Electronics
28146,566909,Colton,Duke,M,1990-10-23,184.88,2023-01-09,Dennis LLC,Cosmetic
28148,806039,Christopher,Lopez,M,1981-10-25,2747.37,2023-01-25,Boone and Sons,Travel
28151,539296,Andrea,Benjamin,M,1956-10-31,2465.45,2023-05-22,"Roberts, Benson and Davis",Travel
28152,488065,Brandy,Diaz,M,1958-10-31,39.71,2023-03-05,Wood-Elliott,Restaurant
28154,853863,Kristin,Taylor,M,1973-10-27,130.46,2023-02-26,Smith-Cummings,Cosmetic
28157,530083,Ryan,Smith,M,2005-10-19,667.36,2023-06-01,Johnson LLC,Electronics
28159,697501,Sarah,Harrison,M,1961-10-30,117.11,2023-10-14,Bean Group,Cosmetic
28161,168437,Matthew,Snyder,M,1999-10-21,193.88,2023-02-14,Meyers-Burch,Electronics
28162,184009,Corey,Herrera,M,1956-10-31,152.6,2023-03-21,Riley and Sons,Cosmetic
28166,988549,Jerome,Jimenez,M,1971-10-28,99.62,2023-05-06,Tanner-Sims,Cosmetic
28167,89053,Stephanie,Montes,M,2003-10-20,163.37,2023-07-11,Haynes PLC,Clothing
28170,329300,Michael,Robbins,M,1987-10-24,35.17,2023-04-11,Brady-Little,Restaurant
28171,795808,Melissa,Harrell,M,1977-10-26,52.18,2023-03-29,"Johnson, Rodriguez and Nichols",Restaurant
28172,930468,Alexander,Vasquez,M,1994-10-22,180.87,2023-01-09,Ayala-Pruitt,Market
28175,996884,Heather,Chambers,M,2002-10-20,666.15,2023-01-02,Baxter Group,Electronics
28177,1665,Ernest,Lozano,M,1998-10-21,117.89,2023-01-10,"Garza, Bennett and Key",Clothing
28178,102467,Justin,Meza,M,1955-11-01,1020.15,2023-08-19,"Mitchell, Harrison and Prince",Travel
28180,725099,Nathaniel,Garner,M,1969-10-28,74.26,2023-06-15,"Anderson, Fisher and Rivera",Clothing
28181,547383,Charles,Moore,M,1986-10-24,126.49,2023-09-16,"Dickson, Johnson and Kelly",Electronics
28182,82699,Steven,Richardson,M,2001-10-20,110.74,2023-03-23,Clark-Johnson,Cosmetic
28184,373968,Valerie,Norman,M,1948-11-02,81.68,2023-01-03,"Parker, Nguyen and Davis",Cosmetic
28185,917465,Alexandria,Webster,M,1973-10-27,23.91,2023-10-11,"Adams, Trujillo and Rodriguez",Restaurant
28186,704791,Robert,Martinez,M,1949-11-02,107.99,2023-07-29,"Kent, Adams and Hardy",Cosmetic
28193,311482,Dana,Wilson,M,1972-10-27,65.47,2023-08-17,"Williams, Bowers and Moreno",Clothing
28198,317272,Kelli,Johnson,M,1985-10-24,454.06,2023-09-07,Leach Ltd,Market
28200,448459,Kelly,David,M,1960-10-30,781.93,2023-06-02,Collier Group,Electronics
28202,743986,Barbara,Odonnell,M,1998-10-21,186.37,2023-09-09,Burgess and Sons,Market
28203,974004,Sarah,Barnes,M,1998-10-21,75.48,2023-02-27,Smith Group,Restaurant
28206,765844,Leah,Murphy,M,1973-10-27,1587.44,2023-04-14,"Curry, French and Hamilton",Travel
28208,700489,Cynthia,Rodriguez,M,1959-10-31,938.16,2023-01-27,Turner Ltd,Electronics
28215,695561,Tammy,Shannon,M,2003-10-20,86.64,2023-05-08,Becker PLC,Restaurant
28216,254984,Albert,Nolan,M,2001-10-20,993.35,2023-06-12,Cook Group,Electronics
28218,211435,Julia,Oneill,M,1955-11-01,196.58,2023-02-15,"Ibarra, Williams and Smith",Clothing
28223,150282,Lori,Pruitt,M,1951-11-02,120.91,2023-02-08,Carter-Young,Cosmetic
28224,192950,Wendy,Allen,M,1991-10-23,332.33,2023-06-14,Guzman-Frazier,Market
28228,896502,James,Henderson,M,1987-10-24,798.92,2023-04-19,Cole-Fuentes,Electronics
28232,581590,Carl,Reyes,M,1976-10-26,616.36,2023-01-18,"Leach, Brown and Pearson",Electronics
28235,713539,Colleen,Rodriguez,M,1993-10-22,59.95,2023-04-08,Leon-Brooks,Restaurant
28236,913824,Joseph,Johnson,M,1950-11-02,16.79,2023-03-22,"Crosby, Montgomery and Ellison",Market
28237,999253,Christopher,Kirk,M,2002-10-20,616.87,2023-05-06,Horne Inc,Electronics
28242,444264,Linda,Duran,M,1999-10-21,156.43,2023-02-18,"Williams, Ward and Novak",Clothing
28244,520395,Peter,Marshall,M,1978-10-26,2653.62,2023-09-09,"Anderson, Jackson and Mckenzie",Travel
28245,948849,Christopher,Smith,M,1969-10-28,123.27,2023-06-05,Moreno-Hill,Market
28246,19548,Lindsay,Mason,M,2003-10-20,31.82,2023-07-24,Williams-Quinn,Clothing
28247,959479,Nicole,Hernandez,M,1969-10-28,170.65,2023-04-28,Kennedy Inc,Cosmetic
28252,92958,Barry,Collins,M,1965-10-29,267.18,2023-06-20,"Short, Leach and Riley",Market
28255,109283,Christopher,Kennedy,M,2001-10-20,110.63,2023-07-10,Orozco Inc,Cosmetic
28256,546312,Kayla,Fernandez,M,1989-10-23,90.48,2023-07-29,Ball Inc,Clothing
28259,814869,Brian,Lopez,M,2001-10-20,160.06,2023-03-18,Bradley Group,Electronics
28260,223889,Sarah,Bridges,M,1964-10-29,49.83,2023-09-23,"Owens, Martin and Hodge",Restaurant
28262,684626,Mario,Thompson,M,1989-10-23,82.09,2023-03-24,Brooks Group,Clothing
28264,299626,James,Snyder,M,2005-10-19,241.83,2023-02-18,"Mejia, Garza and Bailey",Electronics
28268,713225,Sara,Townsend,M,1995-10-22,18.87,2023-02-21,Wheeler Ltd,Restaurant
28269,141969,Bryce,Cabrera,M,1972-10-27,170.54,2023-05-25,Hamilton Ltd,Cosmetic
28270,44022,Adam,Thomas,M,1961-10-30,35.88,2023-10-07,Wheeler PLC,Clothing
28272,35986,Elizabeth,Lester,M,1975-10-27,1482.74,2023-03-10,"Robinson, Gill and Dawson",Travel
28273,528512,Joseph,Rivera,M,1967-10-29,976.8,2023-10-06,Brown Ltd,Electronics
28275,450424,Margaret,Porter,M,1954-11-01,77.59,2023-02-05,Mcpherson and Sons,Market
28276,288702,Connie,Martin,M,1977-10-26,883.85,2023-08-01,"Smith, Hamilton and Hughes",Travel
28280,416806,Larry,Davis,M,1988-10-23,401.34,2023-09-21,Butler-Williams,Electronics
28281,716044,Julia,Spencer,M,1973-10-27,175.39,2023-08-31,Alvarez Ltd,Cosmetic
28283,446052,Jared,Harris,M,1949-11-02,152.55,2023-01-19,"Shannon, Reese and Hutchinson",Electronics
28284,395523,Larry,Parsons,M,1955-11-01,2389.52,2023-04-09,Stephens and Sons,Travel
28285,999656,Justin,Williams,M,1957-10-31,140.32,2023-03-18,Anderson-Lewis,Market
28286,195980,Cynthia,Bridges,M,1985-10-24,227.86,2023-03-20,Ford and Sons,Electronics
28287,765094,Kerry,Hunt,M,1993-10-22,73.98,2023-07-14,"Morris, Whitney and Moreno",Cosmetic
28291,893096,Christopher,Knapp,M,1965-10-29,15.32,2023-10-08,Miles and Sons,Cosmetic
28295,685346,Calvin,Cook,M,1996-10-21,106.17,2023-03-30,Harris and Sons,Cosmetic
28296,773983,Rachel,Torres,M,1979-10-26,169.02,2023-09-20,Hess Inc,Clothing
28297,574696,Sarah,Baker,M,1965-10-29,162.12,2023-01-04,"Cuevas, Graham and Griffin",Cosmetic
28299,735908,Stephen,Peters,M,2001-10-20,860.03,2023-07-13,Robinson LLC,Travel
28302,41404,Lauren,English,M,1982-10-25,118.54,2023-02-07,Dillon-Flores,Electronics
28307,874228,Lance,Castillo,M,1967-10-29,78.7,2023-05-17,"Todd, Steele and Graves",Restaurant
28309,566893,Christopher,Roberts,M,1950-11-02,929.48,2023-04-24,"Barrera, Wong and Gregory",Electronics
28310,470679,Jesus,Rosario,M,1986-10-24,283.36,2023-05-09,"Petty, Mack and Wilkerson",Electronics
28312,695892,William,Quinn,M,2000-10-20,404.88,2023-03-22,"Hogan, Martinez and Blevins",Electronics
28316,605943,Kristen,Lopez,M,1951-11-02,89.16,2023-02-24,Carlson-Porter,Restaurant
28319,106633,Michele,Lucero,M,1993-10-22,108.37,2023-04-18,Perez-West,Market
28321,169560,Diana,Meyer,M,1981-10-25,931.43,2023-07-27,"Bullock, Kline and White",Electronics
28327,200176,Brooke,Gordon,M,1994-10-22,28.32,2023-09-09,Thomas-Elliott,Restaurant
28331,949810,Edward,Allen,M,1953-11-01,238.74,2023-02-16,"Johnson, Wong and Smith",Clothing
28333,687372,Carla,Martinez,M,1989-10-23,82.49,2023-03-17,Torres-Hobbs,Restaurant
28336,996865,Nicole,Mann,M,1975-10-27,116.61,2023-06-16,"Smith, Mckenzie and Garcia",Clothing
28337,216903,Beth,Jones,M,1961-10-30,82.43,2023-07-11,"Chavez, Hensley and Yang",Restaurant
28338,567488,Tiffany,Burns,M,2004-10-19,101.54,2023-01-23,Peterson PLC,Market
28340,348137,Joshua,Hicks,M,1973-10-27,998.76,2023-05-17,"Lewis, Johnson and Williams",Electronics
28342,901414,Barbara,Jackson,M,1985-10-24,92.15,2023-05-03,Perez Ltd,Cosmetic
28343,660936,Nicholas,Durham,M,1986-10-24,107.84,2023-06-17,Williams and Sons,Clothing
28345,512304,Connie,Clarke,M,2002-10-20,374.21,2023-08-16,"White, Giles and Hopkins",Electronics
28346,999118,Scott,Payne,M,1989-10-23,78.35,2023-02-12,"Mcdonald, Farmer and Gordon",Clothing
28347,260708,Brandon,Ramirez,M,1948-11-02,28.44,2023-04-26,Hensley Inc,Cosmetic
28348,100531,Gregory,Chen,M,1984-10-24,180.01,2023-08-15,Young Group,Cosmetic
28351,488278,Eric,Randolph,M,1958-10-31,262.49,2023-03-29,Larsen-Thomas,Clothing
28352,650224,Margaret,Johnson,M,1975-10-27,413.76,2023-03-19,Osborne Inc,Market
28354,324638,Molly,Barton,M,1968-10-28,1846.82,2023-09-16,Mercado-Castro,Travel
28356,296679,Shawn,Rangel,M,1955-11-01,175.18,2023-05-22,"Myers, Johnson and Matthews",Cosmetic
28357,172427,Dana,Deleon,M,1962-10-30,76.88,2023-02-23,Campbell LLC,Cosmetic
28358,939550,Johnny,Clark,M,1961-10-30,313.15,2023-03-21,"Mccoy, Dennis and Smith",Market
28362,223391,Mason,House,M,1991-10-23,405.35,2023-06-13,Peterson and Sons,Market
28363,611603,Terrence,Baker,M,1975-10-27,376.36,2023-09-06,Stevenson-Morgan,Travel
28364,814613,David,Caldwell,M,2003-10-20,103.03,2023-05-29,Harris-Banks,Cosmetic
28366,173086,Kristen,Mckee,M,1988-10-23,50.01,2023-09-12,Rodriguez Inc,Restaurant
28367,541715,Margaret,Jones,M,1950-11-02,44.23,2023-07-06,Taylor-Johnson,Restaurant
28369,139646,Daniel,Mcdonald,M,1961-10-30,1138.34,2023-03-07,Brennan-Morris,Travel
28370,862798,Courtney,Henderson,M,1956-10-31,108.53,2023-03-21,Hernandez Ltd,Cosmetic
28371,912930,Michael,Brown,M,1989-10-23,848.1,2023-06-26,Torres-Phillips,Electronics
28372,164430,Gloria,Gomez,M,1957-10-31,266.82,2023-05-22,Cabrera-Schwartz,Market
28374,342468,Eric,Patton,M,1954-11-01,26.85,2023-02-14,"Kim, Chung and Leonard",Clothing
28377,864939,Sarah,Rogers,M,2003-10-20,155.95,2023-06-29,Cook Inc,Clothing
28378,999430,Daniel,Mathis,M,1957-10-31,719.18,2023-07-12,Ewing Group,Electronics
28382,811585,Jasmine,Carpenter,M,1963-10-30,52.16,2023-01-05,Turner-Stewart,Cosmetic
28384,990749,Mckenzie,Ruiz,M,1989-10-23,26.12,2023-10-13,"Miller, Johnson and Henson",Restaurant
28386,98373,Tammy,Beck,M,1994-10-22,192.24,2023-10-10,Barton-Hartman,Cosmetic
28387,520879,Joel,Richards,M,1957-10-31,184.3,2023-08-09,Pruitt Ltd,Cosmetic
28390,806247,Raymond,Jones,M,1971-10-28,110.61,2023-06-04,Hall-Thomas,Cosmetic
28391,721162,Alyssa,Rowe,M,1988-10-23,164.84,2023-10-10,Gonzalez LLC,Clothing
28392,812652,Adam,West,M,1949-11-02,102.93,2023-01-07,"Webster, Elliott and Johnson",Cosmetic
28393,327492,Robert,Hernandez,M,1957-10-31,50.06,2023-09-21,Brown-White,Market
28395,76076,Melissa,Garrison,M,2004-10-19,35.58,2023-09-02,"Williams, Reynolds and Carter",Restaurant
28396,585773,John,Davis,M,1954-11-01,29.31,2023-07-07,Mendoza-Farmer,Cosmetic
28398,446048,Matthew,Adams,M,1967-10-29,54.87,2023-03-15,Campos-Mitchell,Restaurant
28399,724771,Melissa,Morales,M,1984-10-24,117.21,2023-03-05,Waller-Walker,Clothing
28401,900921,Gregory,Lee,M,1996-10-21,55.18,2023-10-11,George and Sons,Cosmetic
28403,504220,Toni,Hamilton,M,2003-10-20,152.97,2023-10-01,Carson-Reed,Cosmetic
28407,417660,Michael,Glenn,M,2001-10-20,187.77,2023-01-10,Lamb-Smith,Cosmetic
28409,358188,Debbie,Smith,M,1954-11-01,31.51,2023-04-21,"Smith, Thomas and Schmidt",Cosmetic
28411,820592,Andre,Roth,M,1991-10-23,28.84,2023-05-13,"Huff, Ortiz and Villegas",Clothing
28414,986273,Joshua,Riley,M,1951-11-02,1874.58,2023-04-29,"Ward, Wood and Carroll",Travel
28416,42411,Michael,Taylor,M,1962-10-30,199.85,2023-04-15,"Stevens, King and Wilson",Cosmetic
28421,396627,Debbie,Soto,M,1964-10-29,105.34,2023-01-05,Salas-Jones,Cosmetic
28422,982957,Kathryn,Stewart,M,1998-10-21,18.96,2023-02-06,Coleman Ltd,Restaurant
28425,802017,Mary,Clark,M,2005-10-19,59.92,2023-05-30,Cohen-Young,Restaurant
28429,852743,Megan,Espinoza,M,1998-10-21,542.3,2023-04-14,Cisneros Inc,Travel
28430,677329,Stacy,White,M,1949-11-02,171.61,2023-03-27,Robinson-Soto,Clothing
28432,420405,Jeremy,Flores,M,2000-10-20,579.18,2023-04-12,"Price, Hall and Spencer",Electronics
28441,968656,Sharon,Payne,M,1974-10-27,193.41,2023-09-19,Camacho Inc,Clothing
28442,122375,Alec,Williams,M,1962-10-30,72.41,2023-06-11,"Baird, Brooks and Roberts",Clothing
28443,424284,Ian,Arroyo,M,2005-10-19,570.82,2023-03-16,Jenkins LLC,Travel
28444,310453,Cindy,Sparks,M,1966-10-29,1203.06,2023-10-07,Smith Inc,Travel
28445,518292,Kyle,Harris,M,2003-10-20,773.69,2023-02-09,Williams-Hayes,Travel
28446,127084,Jonathan,Terry,M,1954-11-01,2482.05,2023-07-01,Combs and Sons,Travel
28448,213665,Nancy,Williams,M,1959-10-31,417.75,2023-04-22,"Zimmerman, Freeman and Hansen",Market
28454,11128,Patricia,Myers,M,1969-10-28,444.07,2023-07-26,Mitchell Ltd,Electronics
28462,30790,Kyle,Gutierrez,M,1999-10-21,93.7,2023-09-17,Smith LLC,Clothing
28463,11324,Charles,Baird,M,1975-10-27,90.89,2023-07-19,Kirby-Johnson,Cosmetic
28464,804280,Katherine,Alvarez,M,2002-10-20,37.01,2023-08-09,"Webb, Parker and Kim",Cosmetic
28465,443771,Jason,Holden,M,1969-10-28,463.92,2023-09-09,"Dickson, Wallace and Anderson",Electronics
